w_q,w_h,w_c,w_e,w_i,spearman_avg_reward,spearman_q_hard,spearman_r_hard,plr_score_mean,ppo_score_mean,ppo_new_score_mean,plr_beats_ppo,plr_beats_ppo_new,priority_score
0.32,0.1,0.08,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.235,0.15860113960113958,0.18440291806958475,1,1,4.958113883008419
0.32,0.1,0.08,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.265,0.15860113960113958,0.19440291806958476,1,1,4.958113883008419
0.32,0.1,0.14,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.18855555555555556,0.15813960113960113,0.1689281705948373,1,1,4.958113883008419
0.32,0.1,0.14,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.21855555555555556,0.15813960113960113,0.17892817059483726,1,1,4.958113883008419
0.32,0.1,0.14,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.23855555555555558,0.15813960113960113,0.18559483726150394,1,1,4.958113883008419
0.32,0.1,0.14,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.26855555555555555,0.15813960113960113,0.19559483726150395,1,1,4.958113883008419
0.32,0.14,0.0,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.18262962962962964,0.1592165242165242,0.16713916947250285,1,1,4.958113883008419
0.32,0.14,0.0,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.21262962962962964,0.1592165242165242,0.17713916947250283,1,1,4.958113883008419
0.32,0.14,0.0,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.23262962962962963,0.1592165242165242,0.18380583613916948,1,1,4.958113883008419
0.32,0.14,0.0,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.26262962962962966,0.1592165242165242,0.1938058361391695,1,1,4.958113883008419
0.32,0.14,0.08,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.18737037037037038,0.15860113960113958,0.16872839506172843,1,1,4.958113883008419
0.32,0.14,0.08,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.21737037037037038,0.15860113960113958,0.17872839506172844,1,1,4.958113883008419
0.32,0.14,0.08,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.2373703703703704,0.15860113960113958,0.18539506172839512,1,1,4.958113883008419
0.32,0.14,0.08,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.26737037037037037,0.15860113960113958,0.19539506172839508,1,1,4.958113883008419
0.32,0.14,0.14,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.19092592592592594,0.15813960113960113,0.16992031425364762,1,1,4.958113883008419
0.32,0.14,0.14,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.22092592592592594,0.15813960113960113,0.17992031425364763,1,1,4.958113883008419
0.32,0.14,0.14,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.24092592592592593,0.15813960113960113,0.1865869809203143,1,1,4.958113883008419
0.32,0.14,0.14,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.27092592592592596,0.15813960113960113,0.19658698092031432,1,1,4.958113883008419
0.32,0.18,0.0,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.185,0.1592165242165242,0.16813131313131313,1,1,4.958113883008419
0.32,0.18,0.0,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.215,0.1592165242165242,0.17813131313131314,1,1,4.958113883008419
0.32,0.18,0.0,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.235,0.1592165242165242,0.18479797979797982,1,1,4.958113883008419
0.32,0.18,0.0,0.05,0.08,0.316227766016838,0.7999999999999999,0.632455532033676,0.265,0.1592165242165242,0.19479797979797983,1,1,4.958113883008419
0.32,0.18,0.08,0.05,0.0,0.316227766016838,0.7999999999999999,0.632455532033676,0.18974074074074074,0.15860113960113958,0.16972053872053874,1,1,4.958113883008419
0.32,0.18,0.08,0.05,0.03,0.316227766016838,0.7999999999999999,0.632455532033676,0.21974074074074074,0.15860113960113958,0.17972053872053873,1,1,4.958113883008419
0.32,0.18,0.08,0.05,0.05,0.316227766016838,0.7999999999999999,0.632455532033676,0.23974074074074075,0.15860113960113958,0.1863872053872054,1,1,4.958113883008419
